Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category,date,year
4707,2021-01-05 21:52:00,56,43,3,29.42,Not Returned,In-Store,88.26,18-25,East,Clothing,2021-01-05,2021
4708,2021-01-01 20:18:00,47,38,2,76.33,Not Returned,In-Store,152.66,26-35,East,Footwear,2021-01-01,2021
4710,2021-01-02 06:29:00,72,39,1,94.25,Not Returned,Online,94.25,56+,South,Accessories,2021-01-02,2021
4711,2021-01-09 18:27:00,15,24,1,64.97,Not Returned,In-Store,64.97,46-55,West,Accessories,2021-01-09,2021
4714,2021-01-09 22:12:00,36,39,4,22.86,Not Returned,In-Store,91.44,56+,East,Accessories,2021-01-09,2021
4715,2021-01-01 12:09:00,90,23,5,70.16,Not Returned,In-Store,350.8,36-45,North,Clothing,2021-01-01,2021
4717,2021-01-10 13:11:00,47,38,4,22.26,Not Returned,In-Store,89.04,26-35,East,Footwear,2021-01-10,2021
4718,2021-01-06 22:02:00,36,50,6,88.64,Not Returned,In-Store,531.84,56+,East,Accessories,2021-01-06,2021
4720,2021-01-04 06:28:00,46,2,3,59.73,Not Returned,Online,179.19,18-25,West,Clothing,2021-01-04,2021
4721,2021-01-06 10:41:00,36,17,6,94.84,Not Returned,Online,569.04,56+,East,Accessories,2021-01-06,2021
4722,2021-01-06 09:54:00,18,48,2,65.69,Not Returned,In-Store,131.38,56+,East,Footwear,2021-01-06,2021
4723,2021-01-09 10:30:00,3,24,2,99.88,Not Returned,In-Store,199.76,36-45,North,Accessories,2021-01-09,2021
4724,2021-01-03 09:54:00,58,2,5,50.02,Not Returned,In-Store,250.1,26-35,West,Clothing,2021-01-03,2021
4725,2021-01-01 11:00:00,88,34,4,60.32,Not Returned,Online,241.28,18-25,North,Footwear,2021-01-01,2021
4728,2021-01-05 18:57:00,19,45,1,49.22,Not Returned,Online,49.22,18-25,East,Footwear,2021-01-05,2021
4729,2021-01-10 21:04:00,57,30,3,30.72,Not Returned,In-Store,92.16,46-55,North,Clothing,2021-01-10,2021
4730,2021-01-07 03:13:00,56,48,1,67.49,Not Returned,Online,67.49,18-25,East,Footwear,2021-01-07,2021
4731,2021-01-10 04:59:00,4,17,6,67.16,Not Returned,Online,402.96,56+,West,Accessories,2021-01-10,2021
4732,2021-01-08 18:58:00,48,33,7,41.13,Not Returned,In-Store,287.91,56+,West,Accessories,2021-01-08,2021
4733,2021-01-02 22:29:00,2,43,3,97.38,Not Returned,Online,292.14,56+,East,Clothing,2021-01-02,2021
4735,2021-01-09 15:18:00,62,25,1,92.69,Not Returned,Online,92.69,46-55,East,Clothing,2021-01-09,2021
4736,2021-01-07 22:20:00,1,14,3,67.81,Not Returned,Online,203.43,46-55,West,Clothing,2021-01-07,2021
4739,2021-01-01 21:55:00,66,4,5,36.6,Not Returned,Online,183.0,46-55,South,Clothing,2021-01-01,2021
4740,2021-01-10 10:24:00,76,9,6,36.67,Not Returned,In-Store,220.02,26-35,West,Footwear,2021-01-10,2021
4742,2021-01-04 08:58:00,37,17,2,61.76,Not Returned,Online,123.52,36-45,South,Accessories,2021-01-04,2021
4743,2021-01-08 12:15:00,37,30,7,49.86,Not Returned,In-Store,349.02,36-45,South,Clothing,2021-01-08,2021
4744,2021-01-05 04:01:00,4,9,7,84.91,Not Returned,Online,594.37,56+,West,Footwear,2021-01-05,2021
4745,2021-01-06 05:56:00,44,31,6,47.31,Not Returned,In-Store,283.86,26-35,East,Clothing,2021-01-06,2021
4746,2021-01-01 02:53:00,43,45,2,94.37,Not Returned,Online,188.74,46-55,West,Footwear,2021-01-01,2021
4747,2021-01-06 16:06:00,7,3,4,69.35,Not Returned,In-Store,277.4,18-25,North,Footwear,2021-01-06,2021
4748,2021-01-08 05:22:00,70,17,5,58.12,Not Returned,In-Store,290.6,46-55,North,Accessories,2021-01-08,2021
4749,2021-01-11 07:07:00,61,39,6,86.51,Not Returned,In-Store,519.06,26-35,East,Accessories,2021-01-11,2021
4751,2021-01-03 15:59:00,21,4,4,32.12,Not Returned,Online,128.48,26-35,East,Clothing,2021-01-03,2021
4752,2021-01-08 17:19:00,76,38,5,80.67,Not Returned,Online,403.35,26-35,West,Footwear,2021-01-08,2021
4753,2021-01-02 18:47:00,7,36,7,60.64,Not Returned,Online,424.48,36-45,North,Clothing,2021-01-02,2021
4755,2021-01-07 13:46:00,74,46,3,89.53,Not Returned,Online,268.59,26-35,West,Clothing,2021-01-07,2021
4757,2021-01-01 07:42:00,94,13,7,78.61,Not Returned,In-Store,550.27,36-45,West,Footwear,2021-01-01,2021
4758,2021-01-08 00:02:00,30,17,6,63.01,Not Returned,Online,378.06,46-55,East,Accessories,2021-01-08,2021
4759,2021-01-09 07:43:00,26,26,7,95.68,Not Returned,Online,669.76,36-45,East,Footwear,2021-01-09,2021
4760,2021-01-11 04:12:00,1,38,4,60.14,Not Returned,In-Store,240.56,46-55,West,Footwear,2021-01-11,2021
4761,2021-01-07 11:42:00,24,14,1,23.09,Not Returned,In-Store,23.09,18-25,South,Clothing,2021-01-07,2021
4763,2021-01-02 02:37:00,46,6,6,54.66,Not Returned,In-Store,327.96,18-25,West,Accessories,2021-01-02,2021
4764,2021-01-06 21:41:00,52,36,4,23.06,Not Returned,Online,92.24,46-55,East,Clothing,2021-01-06,2021
4765,2021-01-07 03:06:00,37,39,4,22.78,Not Returned,Online,91.12,36-45,South,Accessories,2021-01-07,2021
4766,2021-01-04 11:45:00,11,46,3,40.82,Not Returned,Online,122.46,46-55,South,Clothing,2021-01-04,2021
4767,2021-01-07 07:01:00,28,24,4,22.16,Not Returned,In-Store,88.64,26-35,South,Accessories,2021-01-07,2021
4768,2021-01-08 06:17:00,33,17,1,78.65,Not Returned,In-Store,78.65,46-55,East,Accessories,2021-01-08,2021
4769,2021-01-06 09:34:00,98,12,5,86.83,Not Returned,Online,434.15,26-35,East,Clothing,2021-01-06,2021
4770,2021-01-04 16:03:00,97,23,3,54.69,Not Returned,Online,164.07,56+,East,Clothing,2021-01-04,2021
4771,2021-01-09 05:51:00,97,3,6,45.76,Not Returned,Online,274.56,56+,East,Footwear,2021-01-09,2021
4772,2021-01-07 13:45:00,87,16,6,87.41,Not Returned,In-Store,524.46,18-25,South,Footwear,2021-01-07,2021
4773,2021-01-04 01:53:00,57,35,5,92.25,Not Returned,In-Store,461.25,46-55,North,Footwear,2021-01-04,2021
4774,2021-01-05 09:30:00,50,6,6,37.91,Not Returned,In-Store,227.46,46-55,South,Accessories,2021-01-05,2021
4775,2021-01-04 00:45:00,8,38,7,89.13,Not Returned,Online,623.91,56+,West,Footwear,2021-01-04,2021
4776,2021-01-06 23:03:00,96,20,4,85.23,Not Returned,Online,340.92,36-45,North,Clothing,2021-01-06,2021
4777,2021-01-07 20:30:00,8,24,2,95.3,Not Returned,In-Store,190.6,26-35,West,Accessories,2021-01-07,2021
4778,2021-01-06 15:16:00,63,32,5,39.48,Not Returned,Online,197.4,56+,East,Clothing,2021-01-06,2021
4779,2021-01-02 22:25:00,39,21,3,77.87,Not Returned,In-Store,233.61,18-25,West,Clothing,2021-01-02,2021
4780,2021-01-04 06:35:00,98,24,5,35.12,Not Returned,Online,175.6,26-35,East,Accessories,2021-01-04,2021
4782,2021-01-08 03:15:00,14,24,1,99.13,Not Returned,Online,99.13,26-35,East,Accessories,2021-01-08,2021
4783,2021-01-06 08:43:00,30,39,4,77.62,Not Returned,Online,310.48,46-55,East,Accessories,2021-01-06,2021
4784,2021-01-08 16:16:00,54,7,2,39.51,Not Returned,Online,79.02,56+,East,Footwear,2021-01-08,2021
4785,2021-01-02 00:37:00,19,20,3,89.0,Not Returned,Online,267.0,18-25,East,Clothing,2021-01-02,2021
4786,2021-01-04 23:55:00,7,8,6,73.09,Not Returned,In-Store,438.54,18-25,North,Accessories,2021-01-04,2021
4787,2021-01-06 12:51:00,84,2,2,59.17,Not Returned,In-Store,118.34,56+,West,Clothing,2021-01-06,2021
4788,2021-01-04 19:17:00,55,14,6,60.77,Not Returned,Online,364.62,36-45,East,Clothing,2021-01-04,2021
4789,2021-01-02 13:25:00,54,30,2,61.42,Not Returned,Online,122.84,56+,East,Clothing,2021-01-02,2021
4790,2021-01-01 02:01:00,48,44,1,59.37,Not Returned,In-Store,59.37,56+,West,Accessories,2021-01-01,2021
4791,2021-01-01 04:15:00,35,21,1,47.33,Not Returned,In-Store,47.33,36-45,East,Clothing,2021-01-01,2021
4792,2021-01-08 17:36:00,66,28,2,86.74,Not Returned,In-Store,173.48,46-55,South,Footwear,2021-01-08,2021
4793,2021-01-03 15:18:00,17,2,5,50.54,Not Returned,Online,252.7,46-55,South,Clothing,2021-01-03,2021
4794,2021-01-11 09:38:00,76,21,5,67.93,Not Returned,Online,339.65,26-35,West,Clothing,2021-01-11,2021
4795,2021-01-01 21:05:00,14,11,5,50.45,Not Returned,Online,252.25,26-35,East,Clothing,2021-01-01,2021
4796,2021-01-02 22:19:00,75,47,2,53.69,Not Returned,Online,107.38,56+,West,Footwear,2021-01-02,2021
4798,2021-01-01 21:50:00,74,6,1,75.03,Not Returned,Online,75.03,26-35,West,Accessories,2021-01-01,2021
4799,2021-01-06 14:01:00,12,13,6,64.58,Not Returned,In-Store,387.48,36-45,West,Footwear,2021-01-06,2021
4800,2021-01-11 04:26:00,74,12,1,25.49,Not Returned,Online,25.49,26-35,West,Clothing,2021-01-11,2021
4801,2021-01-07 13:49:00,92,18,7,46.67,Not Returned,In-Store,326.69,18-25,South,Footwear,2021-01-07,2021
4802,2021-01-03 01:43:00,7,48,7,88.84,Not Returned,Online,621.88,18-25,North,Footwear,2021-01-03,2021
4803,2021-01-09 10:16:00,32,12,5,49.39,Not Returned,Online,246.95,46-55,East,Clothing,2021-01-09,2021
4804,2021-01-09 20:40:00,67,18,6,72.33,Not Returned,Online,433.98,26-35,South,Footwear,2021-01-09,2021
4806,2021-01-11 08:26:00,72,39,2,91.64,Not Returned,Online,183.28,56+,South,Accessories,2021-01-11,2021
4808,2021-01-03 15:25:00,29,45,1,87.54,Not Returned,In-Store,87.54,46-55,East,Footwear,2021-01-03,2021
4809,2021-01-06 01:31:00,35,30,5,50.48,Not Returned,Online,252.4,36-45,East,Clothing,2021-01-06,2021
4811,2021-01-06 08:03:00,39,25,7,29.15,Not Returned,In-Store,204.05,18-25,West,Clothing,2021-01-06,2021
11027,2021-01-10 17:22:00,2,41,1,31.73,Not Returned,Online,31.73,56+,East,Accessories,2021-01-10,2021
4815,2021-01-07 07:06:00,23,39,5,25.07,Not Returned,In-Store,125.35,46-55,East,Accessories,2021-01-07,2021
4816,2021-01-01 19:39:00,82,35,4,72.45,Not Returned,In-Store,289.8,18-25,South,Footwear,2021-01-01,2021
4817,2021-01-06 18:30:00,49,13,2,89.38,Not Returned,In-Store,178.76,26-35,West,Footwear,2021-01-06,2021
4819,2021-01-04 06:42:00,91,8,2,33.45,Not Returned,In-Store,66.9,36-45,East,Accessories,2021-01-04,2021
4820,2021-01-05 08:17:00,41,1,7,48.02,Not Returned,Online,336.14,46-55,East,Accessories,2021-01-05,2021
4821,2021-01-11 06:11:00,36,23,2,57.17,Not Returned,Online,114.34,56+,East,Clothing,2021-01-11,2021
4823,2021-01-11 00:09:00,20,46,7,21.87,Not Returned,Online,153.09,46-55,North,Clothing,2021-01-11,2021
4824,2021-01-06 16:03:00,63,10,7,88.03,Not Returned,Online,616.21,56+,East,Footwear,2021-01-06,2021
4825,2021-01-04 12:32:00,30,47,2,56.82,Not Returned,In-Store,113.64,46-55,East,Footwear,2021-01-04,2021
4826,2021-01-11 06:50:00,88,20,2,76.44,Not Returned,Online,152.88,18-25,North,Clothing,2021-01-11,2021
4828,2021-01-02 18:33:00,91,6,6,92.4,Not Returned,Online,554.4,36-45,East,Accessories,2021-01-02,2021
4829,2021-01-08 02:24:00,82,15,2,21.45,Not Returned,Online,42.9,18-25,South,Footwear,2021-01-08,2021
4830,2021-01-04 18:37:00,96,49,2,23.79,Not Returned,Online,47.58,36-45,North,Footwear,2021-01-04,2021
4831,2021-01-05 19:51:00,75,6,1,34.58,Not Returned,Online,34.58,56+,West,Accessories,2021-01-05,2021
4832,2021-01-08 00:21:00,68,40,2,59.35,Not Returned,In-Store,118.7,26-35,North,Accessories,2021-01-08,2021
4833,2021-01-10 15:48:00,29,17,1,58.32,Not Returned,Online,58.32,46-55,East,Accessories,2021-01-10,2021
4834,2021-01-04 13:42:00,97,9,6,38.59,Not Returned,In-Store,231.54,56+,East,Footwear,2021-01-04,2021
4835,2021-01-06 17:19:00,82,18,4,67.05,Not Returned,Online,268.2,18-25,South,Footwear,2021-01-06,2021
4836,2021-01-05 03:27:00,59,18,2,49.62,Not Returned,In-Store,99.24,46-55,North,Footwear,2021-01-05,2021
4837,2021-01-05 19:17:00,41,10,2,58.85,Not Returned,In-Store,117.7,46-55,East,Footwear,2021-01-05,2021
4840,2021-01-08 15:43:00,98,25,2,74.28,Not Returned,Online,148.56,26-35,East,Clothing,2021-01-08,2021
4841,2021-01-11 01:55:00,24,25,6,36.78,Not Returned,Online,220.68,18-25,South,Clothing,2021-01-11,2021
4842,2021-01-01 03:27:00,51,28,1,76.43,Not Returned,In-Store,76.43,46-55,East,Footwear,2021-01-01,2021
4843,2021-01-11 01:21:00,70,40,6,98.21,Not Returned,Online,589.26,46-55,North,Accessories,2021-01-11,2021
4844,2021-01-02 11:53:00,17,24,4,20.49,Not Returned,In-Store,81.96,46-55,South,Accessories,2021-01-02,2021
4845,2021-01-08 04:13:00,94,36,1,50.34,Not Returned,In-Store,50.34,36-45,West,Clothing,2021-01-08,2021
4847,2021-01-03 20:21:00,77,33,4,26.05,Not Returned,In-Store,104.2,18-25,West,Accessories,2021-01-03,2021
4848,2021-01-09 21:24:00,16,35,2,31.66,Not Returned,Online,63.32,26-35,West,Footwear,2021-01-09,2021
4849,2021-01-11 00:15:00,99,34,7,40.54,Not Returned,In-Store,283.78,26-35,South,Footwear,2021-01-11,2021
4851,2021-01-03 06:44:00,62,15,2,67.69,Not Returned,Online,135.38,46-55,East,Footwear,2021-01-03,2021
4852,2021-01-07 18:42:00,56,27,6,20.86,Not Returned,In-Store,125.16,18-25,East,Footwear,2021-01-07,2021
4853,2021-01-10 20:23:00,16,20,5,40.31,Not Returned,Online,201.55,26-35,West,Clothing,2021-01-10,2021
4854,2021-01-05 22:51:00,1,3,7,93.46,Not Returned,In-Store,654.22,46-55,West,Footwear,2021-01-05,2021
4855,2021-01-01 06:05:00,36,25,4,89.88,Not Returned,Online,359.52,56+,East,Clothing,2021-01-01,2021
4856,2021-01-10 06:45:00,55,30,4,93.13,Not Returned,Online,372.52,36-45,East,Clothing,2021-01-10,2021
4857,2021-01-05 15:42:00,77,43,7,21.16,Not Returned,Online,148.12,18-25,West,Clothing,2021-01-05,2021
4858,2021-01-02 09:43:00,68,22,3,63.35,Not Returned,Online,190.05,26-35,North,Clothing,2021-01-02,2021
4859,2021-01-02 22:59:00,57,23,1,54.69,Not Returned,Online,54.69,46-55,North,Clothing,2021-01-02,2021
4861,2021-01-06 07:35:00,86,23,2,46.59,Not Returned,In-Store,93.18,18-25,East,Clothing,2021-01-06,2021
4862,2021-01-03 09:42:00,4,3,6,32.05,Not Returned,In-Store,192.3,56+,West,Footwear,2021-01-03,2021
4865,2021-01-10 01:45:00,6,14,5,53.58,Not Returned,Online,267.9,26-35,South,Clothing,2021-01-10,2021
4866,2021-01-08 20:10:00,48,32,7,29.26,Not Returned,In-Store,204.82,56+,West,Clothing,2021-01-08,2021
4867,2021-01-07 21:52:00,99,2,6,27.02,Not Returned,Online,162.12,26-35,South,Clothing,2021-01-07,2021
4868,2021-01-11 01:40:00,5,10,2,22.26,Not Returned,Online,44.52,56+,West,Footwear,2021-01-11,2021
4869,2021-01-02 09:02:00,77,24,3,91.77,Not Returned,Online,275.31,18-25,West,Accessories,2021-01-02,2021
4870,2021-01-08 05:31:00,68,12,7,42.45,Not Returned,Online,297.15,26-35,North,Clothing,2021-01-08,2021
4871,2021-01-04 10:40:00,63,12,5,32.8,Not Returned,In-Store,164.0,56+,East,Clothing,2021-01-04,2021
4873,2021-01-01 02:37:00,28,49,6,39.02,Not Returned,In-Store,234.12,26-35,South,Footwear,2021-01-01,2021
4874,2021-01-10 23:43:00,4,12,2,99.28,Not Returned,In-Store,198.56,56+,West,Clothing,2021-01-10,2021
4875,2021-01-11 07:41:00,89,8,2,55.94,Not Returned,Online,111.88,46-55,North,Accessories,2021-01-11,2021
4876,2021-01-01 20:49:00,58,25,5,99.14,Not Returned,In-Store,495.7,26-35,West,Clothing,2021-01-01,2021
4877,2021-01-02 12:17:00,75,34,3,41.41,Not Returned,In-Store,124.23,56+,West,Footwear,2021-01-02,2021
4878,2021-01-01 23:28:00,55,18,2,55.63,Not Returned,In-Store,111.26,36-45,East,Footwear,2021-01-01,2021
4879,2021-01-10 18:11:00,65,32,4,24.25,Not Returned,Online,97.0,26-35,West,Clothing,2021-01-10,2021
4880,2021-01-01 05:02:00,77,36,6,68.9,Not Returned,Online,413.4,18-25,West,Clothing,2021-01-01,2021
4881,2021-01-06 03:01:00,84,8,4,72.8,Not Returned,In-Store,291.2,56+,West,Accessories,2021-01-06,2021
4882,2021-01-09 18:49:00,43,26,3,96.95,Not Returned,In-Store,290.85,46-55,West,Footwear,2021-01-09,2021
4883,2021-01-10 07:01:00,90,31,7,51.21,Not Returned,In-Store,358.47,36-45,North,Clothing,2021-01-10,2021
4884,2021-01-05 05:25:00,29,17,7,70.3,Not Returned,In-Store,492.1,46-55,East,Accessories,2021-01-05,2021
4885,2021-01-08 20:27:00,74,36,4,84.03,Not Returned,In-Store,336.12,26-35,West,Clothing,2021-01-08,2021
4886,2021-01-08 23:30:00,18,14,7,89.49,Not Returned,Online,626.43,56+,East,Clothing,2021-01-08,2021
4887,2021-01-02 17:09:00,15,17,4,31.62,Not Returned,In-Store,126.48,46-55,West,Accessories,2021-01-02,2021
4888,2021-01-09 04:31:00,3,10,6,88.67,Not Returned,Online,532.02,36-45,North,Footwear,2021-01-09,2021
4889,2021-01-02 18:59:00,7,27,6,85.39,Not Returned,Online,512.34,18-25,North,Footwear,2021-01-02,2021
4890,2021-01-06 02:19:00,93,23,2,49.12,Not Returned,Online,98.24,36-45,North,Clothing,2021-01-06,2021
4892,2021-01-11 08:18:00,11,32,7,82.5,Not Returned,In-Store,577.5,46-55,South,Clothing,2021-01-11,2021
4893,2021-01-05 04:40:00,38,10,6,64.45,Not Returned,Online,386.7,56+,South,Footwear,2021-01-05,2021
4894,2021-01-01 16:13:00,92,34,6,71.59,Not Returned,Online,429.54,18-25,South,Footwear,2021-01-01,2021
4895,2021-01-06 03:22:00,43,25,2,91.98,Not Returned,In-Store,183.96,46-55,West,Clothing,2021-01-06,2021
4896,2021-01-09 01:36:00,72,3,3,99.47,Not Returned,In-Store,298.41,56+,South,Footwear,2021-01-09,2021
4897,2021-01-04 05:33:00,54,16,4,72.51,Not Returned,Online,290.04,56+,East,Footwear,2021-01-04,2021
4898,2021-01-10 01:03:00,38,39,4,25.09,Not Returned,Online,100.36,56+,South,Accessories,2021-01-10,2021
4899,2021-01-01 02:16:00,5,39,6,40.95,Not Returned,In-Store,245.7,56+,West,Accessories,2021-01-01,2021
4901,2021-01-02 21:45:00,62,32,4,74.61,Not Returned,In-Store,298.44,46-55,East,Clothing,2021-01-02,2021
4902,2021-01-04 07:27:00,89,45,6,36.16,Not Returned,Online,216.96,46-55,North,Footwear,2021-01-04,2021
4903,2021-01-01 06:26:00,58,7,6,97.26,Not Returned,Online,583.56,26-35,West,Footwear,2021-01-01,2021
4904,2021-01-09 06:04:00,43,41,6,30.6,Not Returned,In-Store,183.6,46-55,West,Accessories,2021-01-09,2021
4905,2021-01-03 03:04:00,89,30,7,52.63,Not Returned,Online,368.41,46-55,North,Clothing,2021-01-03,2021
4906,2021-01-09 07:59:00,54,43,7,80.75,Not Returned,In-Store,565.25,56+,East,Clothing,2021-01-09,2021
4907,2021-01-08 08:25:00,1,39,3,86.68,Not Returned,In-Store,260.04,46-55,West,Accessories,2021-01-08,2021
4908,2021-01-02 00:09:00,60,44,3,74.87,Not Returned,Online,224.61,26-35,West,Accessories,2021-01-02,2021
4909,2021-01-07 11:29:00,1,22,3,70.24,Not Returned,Online,210.72,46-55,West,Clothing,2021-01-07,2021
4910,2021-01-05 19:42:00,29,22,1,82.41,Not Returned,Online,82.41,46-55,East,Clothing,2021-01-05,2021
4912,2021-01-01 11:37:00,66,13,2,44.07,Not Returned,Online,88.14,46-55,South,Footwear,2021-01-01,2021
4914,2021-01-03 23:43:00,80,5,6,58.96,Not Returned,Online,353.76,46-55,East,Clothing,2021-01-03,2021
4915,2021-01-08 23:01:00,5,46,2,41.16,Not Returned,In-Store,82.32,56+,West,Clothing,2021-01-08,2021
4916,2021-01-06 00:27:00,23,30,4,63.31,Not Returned,Online,253.24,46-55,East,Clothing,2021-01-06,2021
4917,2021-01-10 19:33:00,27,36,1,78.38,Not Returned,Online,78.38,36-45,North,Clothing,2021-01-10,2021
4919,2021-01-03 00:11:00,41,27,6,50.33,Not Returned,Online,301.98,46-55,East,Footwear,2021-01-03,2021
4920,2021-01-06 13:56:00,11,32,4,99.2,Not Returned,Online,396.8,46-55,South,Clothing,2021-01-06,2021
4921,2021-01-01 11:38:00,16,41,4,68.78,Not Returned,Online,275.12,26-35,West,Accessories,2021-01-01,2021
4922,2021-01-09 02:48:00,6,45,7,70.4,Not Returned,Online,492.8,26-35,South,Footwear,2021-01-09,2021
4923,2021-01-03 09:31:00,53,13,4,95.97,Not Returned,Online,383.88,46-55,East,Footwear,2021-01-03,2021
4924,2021-01-01 05:26:00,90,48,3,35.04,Not Returned,In-Store,105.12,36-45,North,Footwear,2021-01-01,2021
4925,2021-01-01 13:55:00,27,12,5,61.44,Not Returned,In-Store,307.2,36-45,North,Clothing,2021-01-01,2021
4926,2021-01-09 10:29:00,14,47,4,27.51,Not Returned,Online,110.04,26-35,East,Footwear,2021-01-09,2021
4927,2021-01-10 07:02:00,38,46,2,87.46,Not Returned,Online,174.92,56+,South,Clothing,2021-01-10,2021
4928,2021-01-06 12:31:00,42,18,3,83.23,Not Returned,Online,249.69,18-25,East,Footwear,2021-01-06,2021
10069,2021-01-10 04:55:00,4,50,4,81.86,Not Returned,Online,327.44,56+,East,Accessories,2021-01-10,2021
4930,2021-01-07 04:29:00,14,49,5,80.93,Not Returned,Online,404.65,26-35,East,Footwear,2021-01-07,2021
4931,2021-01-01 05:54:00,43,25,2,58.48,Not Returned,Online,116.96,46-55,West,Clothing,2021-01-01,2021
4932,2021-01-04 18:15:00,72,37,7,94.21,Not Returned,Online,659.47,56+,South,Footwear,2021-01-04,2021
4933,2021-01-07 12:18:00,27,35,7,84.7,Not Returned,In-Store,592.9,36-45,North,Footwear,2021-01-07,2021
4935,2021-01-07 15:34:00,85,13,4,94.92,Not Returned,Online,379.68,18-25,North,Footwear,2021-01-07,2021
4937,2021-01-09 12:55:00,21,25,2,37.83,Not Returned,In-Store,75.66,26-35,East,Clothing,2021-01-09,2021
4938,2021-01-11 01:13:00,49,36,6,31.31,Not Returned,Online,187.86,26-35,West,Clothing,2021-01-11,2021
4939,2021-01-06 14:18:00,65,32,1,28.3,Not Returned,Online,28.3,26-35,West,Clothing,2021-01-06,2021
4940,2021-01-05 21:23:00,40,2,1,49.14,Not Returned,Online,49.14,26-35,East,Clothing,2021-01-05,2021
4941,2021-01-11 03:25:00,45,8,7,38.66,Not Returned,Online,270.62,26-35,North,Accessories,2021-01-11,2021
4942,2021-01-01 16:05:00,17,33,4,47.44,Not Returned,In-Store,189.76,46-55,South,Accessories,2021-01-01,2021
4943,2021-01-03 04:55:00,15,31,2,84.05,Not Returned,Online,168.1,46-55,West,Clothing,2021-01-03,2021
4944,2021-01-09 01:40:00,25,28,2,20.77,Not Returned,In-Store,41.54,18-25,East,Footwear,2021-01-09,2021
4945,2021-01-08 03:23:00,86,7,4,29.18,Not Returned,Online,116.72,18-25,East,Footwear,2021-01-08,2021
4946,2021-01-03 19:13:00,63,44,2,53.31,Not Returned,In-Store,106.62,56+,East,Accessories,2021-01-03,2021
4947,2021-01-04 12:52:00,15,34,7,46.54,Not Returned,Online,325.78,46-55,West,Footwear,2021-01-04,2021
4948,2021-01-11 00:10:00,11,8,6,84.09,Not Returned,Online,504.54,46-55,South,Accessories,2021-01-11,2021
4949,2021-01-06 22:01:00,33,13,4,52.75,Not Returned,Online,211.0,46-55,East,Footwear,2021-01-06,2021
4950,2021-01-06 13:50:00,79,14,7,77.67,Not Returned,Online,543.69,46-55,South,Clothing,2021-01-06,2021
4951,2021-01-04 04:06:00,88,30,7,24.71,Not Returned,In-Store,172.97,18-25,North,Clothing,2021-01-04,2021
4952,2021-01-06 03:41:00,52,22,2,86.81,Not Returned,Online,173.62,46-55,East,Clothing,2021-01-06,2021
4954,2021-01-06 12:12:00,100,17,3,94.27,Not Returned,Online,282.81,18-25,West,Accessories,2021-01-06,2021
4955,2021-01-07 00:41:00,14,49,7,87.14,Not Returned,In-Store,609.98,26-35,East,Footwear,2021-01-07,2021
4956,2021-01-05 03:21:00,72,41,2,93.04,Not Returned,Online,186.08,56+,South,Accessories,2021-01-05,2021
4957,2021-01-10 09:47:00,62,22,1,20.7,Not Returned,Online,20.7,46-55,East,Clothing,2021-01-10,2021
4958,2021-01-03 06:44:00,5,17,5,40.9,Not Returned,Online,204.5,56+,West,Accessories,2021-01-03,2021
4960,2021-01-07 06:53:00,31,10,4,39.38,Not Returned,Online,157.52,36-45,South,Footwear,2021-01-07,2021
4961,2021-01-11 03:39:00,50,8,3,80.63,Not Returned,Online,241.89,46-55,South,Accessories,2021-01-11,2021
4962,2021-01-04 23:55:00,9,27,7,35.97,Not Returned,In-Store,251.79,36-45,East,Footwear,2021-01-04,2021
4963,2021-01-04 23:32:00,61,40,4,48.66,Not Returned,Online,194.64,26-35,East,Accessories,2021-01-04,2021
4964,2021-01-07 14:27:00,55,32,5,33.5,Not Returned,Online,167.5,36-45,East,Clothing,2021-01-07,2021
4965,2021-01-03 22:38:00,43,9,1,85.81,Not Returned,In-Store,85.81,46-55,West,Footwear,2021-01-03,2021
4966,2021-01-05 14:12:00,16,25,7,89.76,Not Returned,In-Store,628.32,26-35,West,Clothing,2021-01-05,2021
4968,2021-01-01 03:21:00,88,13,6,89.88,Not Returned,Online,539.28,18-25,North,Footwear,2021-01-01,2021
4969,2021-01-06 23:04:00,13,7,6,77.22,Not Returned,In-Store,463.32,56+,North,Footwear,2021-01-06,2021
4970,2021-01-05 09:04:00,100,41,7,98.11,Not Returned,Online,686.77,18-25,West,Accessories,2021-01-05,2021
4971,2021-01-09 18:17:00,55,4,2,75.6,Not Returned,Online,151.2,36-45,East,Clothing,2021-01-09,2021
4973,2021-01-01 15:45:00,97,3,5,21.58,Not Returned,In-Store,107.9,56+,East,Footwear,2021-01-01,2021
4974,2021-01-06 13:00:00,66,4,1,90.08,Not Returned,Online,90.08,46-55,South,Clothing,2021-01-06,2021
4975,2021-01-09 03:35:00,41,16,4,75.57,Not Returned,Online,302.28,46-55,East,Footwear,2021-01-09,2021
4976,2021-01-09 11:12:00,60,28,3,61.68,Not Returned,In-Store,185.04,26-35,West,Footwear,2021-01-09,2021
4977,2021-01-07 05:07:00,42,15,4,47.59,Not Returned,Online,190.36,18-25,East,Footwear,2021-01-07,2021
4978,2021-01-09 21:22:00,47,16,2,75.71,Not Returned,Online,151.42,26-35,East,Footwear,2021-01-09,2021
4979,2021-01-02 20:46:00,12,30,5,96.56,Not Returned,In-Store,482.8,36-45,West,Clothing,2021-01-02,2021
